Year,Rk,Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS
2002,21,Philadelphia 76ers,3-1,3-1,3-1,2-1,3-0,1-1,1-1,1-2,1-1,1-1,1-3,2-0,1-1,0-2,3-1,3-1,1-1,2-2,3-1,1-3,,2-0,0-2,0-2,1-1,1-1,1-3,0-2,2-3,
2002,22,Phoenix Suns,1-1,1-1,0-2,1-1,1-1,1-3,1-3,1-1,4-0,2-2,1-1,1-3,2-2,3-1,1-1,2-0,2-2,1-1,1-1,0-2,0-2,,2-2,1-3,1-3,2-2,1-1,2-2,0-2,
2002,23,Portland Trail Blazers,1-1,1-1,1-1,2-0,2-0,2-2,2-2,2-0,2-2,3-1,1-1,3-1,2-2,2-2,1-1,2-0,2-2,1-1,1-1,2-0,2-0,2-2,,2-2,1-3,3-1,1-1,1-3,2-0,
2002,24,Sacramento Kings,2-0,2-0,2-0,2-0,2-0,1-3,4-0,2-0,4-0,4-0,0-2,3-1,1-3,3-1,2-0,2-0,3-1,1-1,1-1,1-1,2-0,3-1,2-2,,3-1,2-2,2-0,4-0,1-1,
2002,25,San Antonio Spurs,2-0,2-0,1-1,2-0,1-1,3-1,4-0,2-0,4-0,4-0,1-1,3-1,1-3,4-0,1-1,0-2,2-2,0-2,2-0,2-0,1-1,3-1,3-1,1-3,,2-2,1-1,4-0,2-0,
2002,26,Seattle SuperSonics,2-0,1-1,1-1,1-1,2-0,1-3,1-3,1-1,4-0,2-2,2-0,3-1,1-3,4-0,0-2,2-0,2-2,1-1,0-2,2-0,1-1,2-2,1-3,2-2,2-2,,2-0,1-3,1-1,
2002,27,Toronto Raptors,4-0,2-2,2-2,4-0,3-1,1-1,1-1,1-3,2-0,1-1,3-1,1-1,1-1,1-1,3-1,0-4,1-1,2-2,0-3,1-3,3-1,1-1,1-1,0-2,1-1,0-2,,1-1,1-2,
2002,28,Utah Jazz,1-1,1-1,1-1,2-0,2-0,1-3,3-1,1-1,4-0,2-2,1-1,4-0,1-3,1-3,2-0,0-2,1-3,1-1,1-1,1-1,2-0,2-2,3-1,0-4,0-4,3-1,1-1,,2-0,
2002,29,Washington Wizards,3-0,1-3,1-3,3-1,2-1,1-1,2-0,0-4,1-1,1-1,1-3,1-1,0-2,2-0,2-2,1-3,0-2,1-3,3-1,2-2,3-2,2-0,0-2,1-1,0-2,1-1,2-1,0-2,,
-16,Rk,Team,ATL,BOS,CHH,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MIA,MIL,MIN,NJN,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,VAN,WAS,
2001,1,Atlanta Hawks,,1-3,0-4,2-2,2-2,0-2,1-1,0-4,2-0,0-2,2-2,1-1,1-1,0-3,1-3,0-2,1-3,2-2,1-3,0-3,0-2,1-1,1-1,0-2,1-1,2-2,0-2,1-1,2-2,
2001,2,Boston Celtics,3-1,,0-4,2-1,2-1,0-2,2-0,3-1,0-2,1-1,1-3,2-0,0-2,2-2,1-3,1-1,4-0,1-3,1-3,0-4,2-0,1-1,0-2,0-2,2-0,1-3,1-1,0-2,3-1,
2001,3,Charlotte Hornets,4-0,4-0,,3-1,2-2,0-2,0-2,2-2,2-0,0-2,3-1,2-0,0-2,2-2,3-1,1-1,4-0,1-2,2-1,2-2,0-2,0-2,1-1,1-1,0-2,3-1,1-1,1-1,2-2,
2001,4,Chicago Bulls,2-2,1-2,1-3,,1-3,0-2,0-2,0-4,0-2,0-2,0-4,0-2,0-2,1-3,0-4,0-2,2-2,1-3,1-3,1-3,0-2,0-2,0-2,1-1,0-2,0-4,0-2,1-1,2-1,
2001,5,Cleveland Cavaliers,2-2,1-2,2-2,3-1,,1-1,1-1,2-2,2-0,0-2,1-3,0-2,0-2,2-2,1-3,0-2,3-0,2-2,1-3,0-4,0-2,1-1,1-1,0-2,0-2,0-4,1-1,1-1,2-2,
2001,6,Dallas Mavericks,2-0,2-0,2-0,2-0,1-1,,3-1,1-1,4-0,2-2,1-1,4-0,0-4,2-0,1-1,3-1,2-0,1-1,1-1,1-1,1-3,2-2,2-2,1-3,3-1,2-0,2-2,3-1,2-0,
2001,7,Denver Nuggets,1-1,0-2,2-0,2-0,1-1,1-3,,1-1,4-0,3-1,1-1,2-2,2-2,0-2,1-1,2-2,1-1,1-1,0-2,1-1,0-4,2-2,2-2,2-2,2-2,0-2,1-3,4-0,1-1,
2001,8,Detroit Pistons,4-0,1-3,2-2,4-0,2-2,1-1,1-1,,1-1,0-2,1-3,0-2,0-2,0-4,1-3,0-2,4-0,1-2,2-2,0-4,1-1,0-2,0-2,0-2,2-0,2-2,0-2,1-1,1-2,
2001,9,Golden State Warriors,0-2,2-0,0-2,2-0,0-2,0-4,0-4,1-1,,1-3,2-0,1-3,1-3,0-2,0-2,2-2,1-1,0-2,0-2,0-2,2-2,0-4,0-4,0-4,0-4,0-2,1-3,1-3,0-2,
2001,10,Houston Rockets,2-0,1-1,2-0,2-0,2-0,2-2,1-3,2-0,3-1,,2-0,1-3,1-3,1-1,2-0,2-2,1-1,2-0,1-1,1-1,1-3,1-3,0-4,1-3,2-2,2-0,1-3,4-0,2-0,
2001,11,Indiana Pacers,2-2,3-1,1-3,4-0,3-1,1-1,1-1,3-1,0-2,0-2,,2-0,1-1,1-2,2-2,1-1,2-2,2-2,2-2,0-3,1-1,0-2,2-0,0-2,1-1,0-4,0-2,2-0,4-0,
2001,12,Los Angeles Clippers,1-1,0-2,0-2,2-0,2-0,0-4,2-2,2-0,3-1,3-1,0-2,,1-3,0-2,1-1,2-2,0-2,1-1,1-1,1-1,2-2,2-2,1-3,0-4,0-4,1-1,0-4,2-2,1-1,
2001,13,Los Angeles Lakers,1-1,2-0,2-0,2-0,2-0,4-0,2-2,2-0,3-1,3-1,1-1,3-1,,1-1,0-2,3-1,2-0,0-2,2-0,1-1,3-1,2-2,3-1,2-2,0-4,2-0,2-2,4-0,2-0,
2001,14,Miami Heat,3-0,2-2,2-2,3-1,2-2,0-2,2-0,4-0,2-0,1-1,2-1,2-0,1-1,,1-2,1-1,3-1,2-3,3-1,1-3,0-2,1-1,1-1,1-1,1-1,2-2,1-1,2-0,4-0,
2001,15,Milwaukee Bucks,3-1,3-1,1-3,4-0,3-1,1-1,1-1,3-1,2-0,0-2,2-2,1-1,2-0,2-1,,0-2,4-0,1-2,4-0,2-2,0-2,0-2,2-0,2-0,0-2,3-1,2-0,1-1,3-1,
2001,16,Minnesota Timberwolves,2-0,1-1,1-1,2-0,2-0,1-3,2-2,2-0,2-2,2-2,1-1,2-2,1-3,1-1,2-0,,1-1,0-2,1-1,1-1,3-1,3-1,2-2,1-3,3-1,2-0,2-2,3-1,1-1,
2001,17,New Jersey Nets,3-1,0-4,0-4,2-2,0-3,0-2,1-1,0-4,1-1,1-1,2-2,2-0,0-2,1-3,0-4,1-1,,2-2,1-3,1-3,1-1,0-2,0-2,1-1,1-1,1-2,0-2,1-1,3-1,
2001,18,New York Knicks,2-2,3-1,2-1,3-1,2-2,1-1,1-1,2-1,2-0,0-2,2-2,1-1,2-0,3-2,2-1,2-0,2-2,,3-1,1-3,1-1,1-1,1-1,2-0,1-1,1-3,0-2,1-1,4-0,
2001,19,Orlando Magic,3-1,3-1,1-2,3-1,3-1,1-1,2-0,2-2,2-0,1-1,2-2,1-1,0-2,1-3,0-4,1-1,3-1,1-3,,3-1,1-1,0-2,0-2,1-1,1-1,2-1,0-2,2-0,3-1,
2001,20,Philadelphia 76ers,3-0,4-0,2-2,3-1,4-0,1-1,1-1,4-0,2-0,1-1,3-0,1-1,1-1,3-1,2-2,1-1,3-1,3-1,1-3,,1-1,1-1,1-1,1-1,1-1,1-3,1-1,2-0,4-0,
2001,21,Phoenix Suns,2-0,0-2,2-0,2-0,2-0,3-1,4-0,1-1,2-2,3-1,1-1,2-2,1-3,2-0,2-0,1-3,1-1,1-1,1-1,1-1,,3-1,1-3,2-2,3-1,2-0,2-2,3-1,1-1,
2001,22,Portland Trail Blazers,1-1,1-1,2-0,2-0,1-1,2-2,2-2,2-0,4-0,3-1,2-0,2-2,2-2,1-1,2-0,1-3,2-0,1-1,2-0,1-1,1-3,,1-3,1-3,2-2,2-0,3-1,2-2,2-0,
2001,23,Sacramento Kings,1-1,2-0,1-1,2-0,1-1,2-2,2-2,2-0,4-0,4-0,0-2,3-1,1-3,1-1,0-2,2-2,2-0,1-1,2-0,1-1,3-1,3-1,,2-2,2-2,2-0,3-1,4-0,2-0,
2001,24,San Antonio Spurs,2-0,2-0,1-1,1-1,2-0,3-1,2-2,2-0,4-0,3-1,2-0,4-0,2-2,1-1,0-2,3-1,1-1,0-2,1-1,1-1,2-2,3-1,2-2,,3-1,1-1,4-0,4-0,2-0,
2001,25,Seattle SuperSonics,1-1,0-2,2-0,2-0,2-0,1-3,2-2,0-2,4-0,2-2,1-1,4-0,4-0,1-1,2-0,1-3,1-1,1-1,1-1,1-1,1-3,2-2,2-2,1-3,,0-2,0-4,3-1,2-0,
2001,26,Toronto Raptors,2-2,3-1,1-3,4-0,4-0,0-2,2-0,2-2,2-0,0-2,4-0,1-1,0-2,2-2,1-3,0-2,2-1,3-1,1-2,3-1,0-2,0-2,0-2,1-1,2-0,,1-1,2-0,4-0,
2001,27,Utah Jazz,2-0,1-1,1-1,2-0,1-1,2-2,3-1,2-0,3-1,3-1,2-0,4-0,2-2,1-1,0-2,2-2,2-0,2-0,2-0,1-1,2-2,1-3,1-3,0-4,4-0,1-1,,4-0,2-0,
2001,28,Vancouver Grizzlies,1-1,2-0,1-1,1-1,1-1,1-3,0-4,1-1,3-1,0-4,0-2,2-2,0-4,0-2,1-1,1-3,1-1,1-1,0-2,0-2,1-3,2-2,0-4,0-4,1-3,0-2,0-4,,2-0,
2001,29,Washington Wizards,2-2,1-3,2-2,1-2,2-2,0-2,1-1,2-1,2-0,0-2,0-4,1-1,0-2,0-4,1-3,1-1,1-3,0-4,1-3,0-4,1-1,0-2,0-2,0-2,0-2,0-4,0-2,0-2,,
-17,Rk,Team,ATL,BOS,CHH,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MIA,MIL,MIN,NJN,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,VAN,WAS,
2000,1,Atlanta Hawks,,1-3,1-3,3-1,3-1,0-2,1-1,1-3,0-2,1-1,1-3,1-1,0-2,2-2,0-4,1-1,3-1,2-1,0-3,0-4,0-2,0-2,2-0,0-2,1-1,2-2,0-2,1-1,1-3,
2000,2,Boston Celtics,3-1,,1-3,2-2,2-2,1-1,2-0,0-3,1-1,1-1,1-3,1-1,0-2,1-3,1-2,0-2,3-1,2-2,2-2,1-3,1-1,0-2,1-1,0-2,1-1,2-2,1-1,1-1,3-1,
2000,3,Charlotte Hornets,3-1,3-1,,4-0,3-1,1-1,1-1,2-2,2-0,1-1,2-2,2-0,0-2,2-2,3-1,2-0,2-1,1-3,2-2,3-1,1-1,0-2,0-2,0-2,1-1,3-1,0-2,2-0,3-0,
2000,4,Chicago Bulls,1-3,2-2,0-4,,1-3,0-2,1-1,1-3,0-2,0-2,1-3,2-0,0-2,2-2,1-3,0-2,2-1,0-3,0-4,0-4,0-2,0-2,0-2,0-2,1-1,0-4,0-2,0-2,2-2,
2000,5,Cleveland Cavaliers,1-3,2-2,1-3,3-1,,2-0,2-0,2-2,1-1,1-1,0-4,2-0,0-2,0-3,1-3,0-2,2-2,3-1,2-1,0-4,0-2,1-1,0-2,1-1,0-2,0-4,0-2,2-0,3-1,
2000,6,Dallas Mavericks,2-0,1-1,1-1,2-0,0-2,,3-1,2-0,4-0,1-3,1-1,4-0,1-3,0-2,0-2,2-2,0-2,0-2,1-1,0-2,3-1,2-2,1-3,2-2,1-3,1-1,1-3,3-1,1-1,
2000,7,Denver Nuggets,1-1,0-2,1-1,1-1,0-2,1-3,,1-1,2-2,2-2,0-2,3-1,1-3,0-2,2-0,2-2,1-1,1-1,0-2,2-0,1-3,2-2,2-2,1-3,1-3,2-0,2-2,2-2,1-1,
2000,8,Detroit Pistons,3-1,3-0,2-2,3-1,2-2,0-2,1-1,,2-0,1-1,1-3,2-0,0-2,2-2,3-1,0-2,2-1,1-3,2-2,2-2,0-2,1-1,0-2,1-1,2-0,2-2,0-2,2-0,2-2,
2000,9,Golden State Warriors,2-0,1-1,0-2,2-0,1-1,0-4,2-2,0-2,,1-3,0-2,1-3,0-4,1-1,1-1,1-3,0-2,0-2,1-1,0-2,0-4,0-4,1-3,0-4,0-4,0-2,0-4,3-1,1-1,
2000,10,Houston Rockets,1-1,1-1,1-1,2-0,1-1,3-1,2-2,1-1,3-1,,0-2,4-0,2-2,1-1,0-2,0-4,1-1,0-2,0-2,1-1,2-2,2-2,1-3,0-4,1-3,0-2,1-3,2-2,1-1,
2000,11,Indiana Pacers,3-1,3-1,2-2,3-1,4-0,1-1,2-0,3-1,2-0,2-0,,1-1,1-1,2-2,2-2,1-1,3-1,2-2,2-1,2-2,1-1,2-0,1-1,1-1,1-1,3-1,2-0,2-0,2-1,
2000,12,Los Angeles Clippers,1-1,1-1,0-2,0-2,0-2,0-4,1-3,0-2,3-1,0-4,1-1,,0-4,0-2,0-2,1-3,1-1,1-1,0-2,1-1,0-4,0-4,1-3,0-4,1-3,0-2,0-4,1-3,1-1,
2000,13,Los Angeles Lakers,2-0,2-0,2-0,2-0,2-0,3-1,3-1,2-0,4-0,2-2,1-1,4-0,,2-0,2-0,4-0,2-0,2-0,2-0,2-0,4-0,2-2,3-1,1-3,3-1,1-1,3-1,4-0,1-1,
2000,14,Miami Heat,2-2,3-1,2-2,2-2,3-0,2-0,2-0,2-2,1-1,1-1,2-2,2-0,0-2,,2-2,2-0,2-2,3-1,3-1,3-1,1-1,1-1,2-0,1-1,1-1,1-2,1-1,1-1,4-0,
2000,15,Milwaukee Bucks,4-0,2-1,1-3,3-1,3-1,2-0,0-2,1-3,1-1,2-0,2-2,2-0,0-2,2-2,,0-2,1-3,0-4,4-0,0-3,1-1,0-2,1-1,2-0,1-1,2-2,1-1,1-1,3-1,
2000,16,Minnesota Timberwolves,1-1,2-0,0-2,2-0,2-0,2-2,2-2,2-0,3-1,4-0,1-1,3-1,0-4,0-2,2-0,,1-1,1-1,1-1,1-1,1-3,2-2,3-1,3-1,2-2,2-0,3-1,4-0,0-2,
2000,17,New Jersey Nets,1-3,1-3,1-2,1-2,2-2,2-0,1-1,1-2,2-0,1-1,1-3,1-1,0-2,2-2,3-1,1-1,,1-3,3-2,1-3,0-2,1-1,1-1,0-2,0-2,2-2,0-2,0-2,1-3,
2000,18,New York Knicks,1-2,2-2,3-1,3-0,1-3,2-0,1-1,3-1,2-0,2-0,2-2,1-1,0-2,1-3,4-0,1-1,3-1,,3-1,3-1,1-1,2-0,1-1,1-1,2-0,1-3,0-2,2-0,2-2,
2000,19,Orlando Magic,3-0,2-2,2-2,4-0,1-2,1-1,2-0,2-2,1-1,2-0,1-2,2-0,0-2,1-3,0-4,1-1,2-3,1-3,,2-2,0-2,0-2,0-2,1-1,1-1,2-2,1-1,2-0,4-0,
2000,20,Philadelphia 76ers,4-0,3-1,1-3,4-0,4-0,2-0,0-2,2-2,2-0,1-1,2-2,1-1,0-2,1-3,3-0,1-1,3-1,1-3,2-2,,0-2,0-2,1-1,0-2,2-0,3-0,1-1,2-0,3-1,
2000,21,Phoenix Suns,2-0,1-1,1-1,2-0,2-0,1-3,3-1,2-0,4-0,2-2,1-1,4-0,0-4,1-1,1-1,3-1,2-0,1-1,2-0,2-0,,1-3,4-0,2-2,2-2,1-1,0-4,4-0,2-0,
2000,22,Portland Trail Blazers,2-0,2-0,2-0,2-0,1-1,2-2,2-2,1-1,4-0,2-2,0-2,4-0,2-2,1-1,2-0,2-2,1-1,0-2,2-0,2-0,3-1,,4-0,3-1,4-0,1-1,3-1,3-1,2-0,
2000,23,Sacramento Kings,0-2,1-1,2-0,2-0,2-0,3-1,2-2,2-0,3-1,3-1,1-1,3-1,1-3,0-2,1-1,1-3,1-1,1-1,2-0,1-1,0-4,0-4,,3-1,2-2,1-1,1-3,3-1,2-0,
2000,24,San Antonio Spurs,2-0,2-0,2-0,2-0,1-1,2-2,3-1,1-1,4-0,4-0,1-1,4-0,3-1,1-1,0-2,1-3,2-0,1-1,1-1,2-0,2-2,1-3,1-3,,2-2,1-1,2-2,4-0,1-1,
2000,25,Seattle SuperSonics,1-1,1-1,1-1,1-1,2-0,3-1,3-1,0-2,4-0,3-1,1-1,3-1,1-3,1-1,1-1,2-2,2-0,0-2,1-1,0-2,2-2,0-4,2-2,2-2,,0-2,2-2,4-0,2-0,
2000,26,Toronto Raptors,2-2,2-2,1-3,4-0,4-0,1-1,0-2,2-2,2-0,2-0,1-3,2-0,1-1,2-1,2-2,0-2,2-2,3-1,2-2,0-3,1-1,1-1,1-1,1-1,2-0,,1-1,1-1,2-2,
2000,27,Utah Jazz,2-0,1-1,2-0,2-0,2-0,3-1,2-2,2-0,4-0,3-1,0-2,4-0,1-3,1-1,1-1,1-3,2-0,2-0,1-1,1-1,4-0,1-3,3-1,2-2,2-2,1-1,,3-1,2-0,
2000,28,Vancouver Grizzlies,1-1,1-1,0-2,2-0,0-2,1-3,2-2,0-2,1-3,2-2,0-2,3-1,0-4,1-1,1-1,0-4,2-0,0-2,0-2,0-2,0-4,1-3,1-3,0-4,0-4,1-1,1-3,,1-1,
2000,29,Washington Wizards,3-1,1-3,0-3,2-2,1-3,1-1,1-1,2-2,1-1,1-1,1-2,1-1,1-1,0-4,1-3,2-0,3-1,2-2,0-4,1-3,0-2,0-2,0-2,1-1,0-2,2-2,0-2,1-1,,
-18,Rk,Team,ATL,BOS,CHH,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MIA,MIL,MIN,NJN,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,VAN,WAS,
1999,1,Atlanta Hawks,,3-0,3-0,3-1,2-1,0-1,,1-2,,1-0,3-1,1-0,,0-3,1-2,,1-2,2-1,2-2,2-1,1-0,,,,,2-1,,1-0,2-1,
1999,2,Boston Celtics,0-3,,1-2,2-1,2-2,,1-0,0-3,,,0-3,1-0,,3-0,0-3,0-1,1-2,1-2,1-2,1-2,,0-1,0-1,,,1-2,,1-0,3-1,
1999,3,Charlotte Hornets,0-3,2-1,,2-1,2-1,,,3-0,0-1,,1-2,,0-1,1-2,2-2,,3-0,1-3,1-2,1-2,1-0,1-0,0-1,,,2-1,1-0,,2-1,
1999,4,Chicago Bulls,1-3,1-2,1-2,,0-3,0-1,,0-3,,,0-3,1-0,,1-2,1-3,,2-1,1-2,0-3,1-2,,,,0-1,0-1,1-2,0-1,1-0,1-2,
1999,5,Cleveland Cavaliers,1-2,2-2,1-2,3-0,,,,1-2,1-0,0-1,0-3,,1-0,0-3,1-2,,3-0,1-2,1-2,1-2,1-0,,,1-0,,2-2,0-1,,1-2,
1999,6,Dallas Mavericks,1-0,,,1-0,,,2-1,0-1,2-2,2-2,,3-0,0-3,0-1,,1-2,0-1,,1-0,,1-3,0-3,2-2,1-3,0-3,,0-3,2-1,,
1999,7,Denver Nuggets,,0-1,,,,1-2,,,1-3,0-4,0-1,3-0,1-2,0-1,1-0,0-3,1-0,,,,0-3,0-3,0-3,0-4,2-2,,1-2,3-1,0-1,
1999,8,Detroit Pistons,2-1,3-0,0-3,3-0,2-1,1-0,,,,,2-1,,,2-1,2-1,0-1,2-1,2-1,0-4,1-3,1-0,,,0-1,1-0,2-1,1-0,,2-1,
1999,9,Golden State Warriors,,,1-0,,0-1,2-2,3-1,,,0-3,1-0,2-1,1-2,,0-1,2-2,,,0-1,,1-2,2-2,1-2,0-3,1-2,,0-4,3-0,1-0,
1999,10,Houston Rockets,0-1,,,,1-0,2-2,4-0,,3-0,,,3-1,1-2,0-1,,2-1,1-0,,0-1,,2-2,2-1,3-0,0-3,2-1,1-0,0-3,4-0,,
1999,11,Indiana Pacers,1-3,3-0,2-1,3-0,3-0,,1-0,1-2,0-1,,,,1-0,2-2,3-0,,3-1,2-1,1-2,1-2,,0-1,,,,2-1,,1-0,3-0,
1999,12,Los Angeles Clippers,0-1,0-1,,0-1,,0-3,0-3,,1-2,1-3,,,0-4,,,2-2,1-0,0-1,,,0-3,1-2,1-2,0-3,0-3,0-1,1-3,1-3,,
1999,13,Los Angeles Lakers,,,1-0,,0-1,3-0,2-1,,2-1,2-1,0-1,4-0,,,,2-1,,1-0,1-0,0-1,3-1,2-2,1-2,2-1,2-2,,1-3,2-1,,
1999,14,Miami Heat,3-0,0-3,2-1,2-1,3-0,1-0,1-0,1-2,,1-0,2-2,,,,2-1,0-1,3-1,2-2,2-1,2-1,,,,,,3-0,0-1,,3-0,
1999,15,Milwaukee Bucks,2-1,3-0,2-2,3-1,2-1,,0-1,1-2,1-0,,0-3,,,1-2,,1-0,2-1,2-1,1-2,1-2,0-1,,,,1-0,3-1,,,2-1,
1999,16,Minnesota Timberwolves,,1-0,,,,2-1,3-0,1-0,2-2,1-2,,2-2,1-2,1-0,0-1,,,0-1,,,1-2,0-3,3-1,2-2,2-1,0-1,0-3,3-1,,
1999,17,New Jersey Nets,2-1,2-1,0-3,1-2,0-3,1-0,0-1,1-2,,0-1,1-3,0-1,,1-3,1-2,,,0-3,0-3,1-2,,0-1,,,1-0,2-1,,,2-1,
1999,18,New York Knicks,1-2,2-1,3-1,2-1,2-1,,,1-2,,,1-2,1-0,0-1,2-2,1-2,1-0,3-0,,0-3,3-1,1-0,,0-1,,,1-2,,,2-1,
1999,19,Orlando Magic,2-2,2-1,2-1,3-0,2-1,0-1,,4-0,1-0,1-0,2-1,,0-1,1-2,2-1,,3-0,3-0,,1-2,,,1-0,0-1,,1-2,,,2-1,
1999,20,Philadelphia 76ers,1-2,2-1,2-1,2-1,2-1,,,3-1,,,2-1,,1-0,1-2,2-1,,2-1,1-3,2-1,,,0-1,1-0,0-1,0-1,2-1,,1-0,1-2,
1999,21,Phoenix Suns,0-1,,0-1,,0-1,3-1,3-0,0-1,2-1,2-2,,3-0,1-3,,1-0,2-1,,0-1,,,,0-3,0-3,2-2,3-0,,2-2,3-0,,
1999,22,Portland Trail Blazers,,1-0,0-1,,,3-0,3-0,,2-2,1-2,1-0,2-1,2-2,,,3-0,1-0,,,1-0,3-0,,4-0,1-3,2-2,,1-2,3-0,1-0,
1999,23,Sacramento Kings,,1-0,1-0,,,2-2,3-0,,2-1,0-3,,2-1,2-1,,,1-3,,1-0,0-1,0-1,3-0,0-4,,1-2,2-2,,1-2,4-0,1-0,
1999,24,San Antonio Spurs,,,,1-0,0-1,3-1,4-0,1-0,3-0,3-0,,3-0,1-2,,,2-2,,,1-0,1-0,2-2,3-1,2-1,,2-1,0-1,2-1,3-0,,
1999,25,Seattle SuperSonics,,,,1-0,,3-0,2-2,0-1,2-1,1-2,,3-0,2-2,,0-1,1-2,0-1,,,1-0,0-3,2-2,2-2,1-2,,,2-2,2-1,0-1,
1999,26,Toronto Raptors,1-2,2-1,1-2,2-1,2-2,,,1-2,,0-1,1-2,1-0,,0-3,1-3,1-0,1-2,2-1,2-1,1-2,,,,1-0,,,,1-0,2-2,
1999,27,Utah Jazz,,,0-1,1-0,1-0,3-0,2-1,0-1,4-0,3-0,,3-1,3-1,1-0,,3-0,,,,,2-2,2-1,2-1,1-2,2-2,,,3-0,1-0,
1999,28,Vancouver Grizzlies,0-1,0-1,,0-1,,1-2,1-3,,0-3,0-4,0-1,3-1,1-2,,,1-3,,,,0-1,0-3,0-3,0-4,0-3,1-2,0-1,0-3,,,
1999,29,Washington Wizards,1-2,1-3,1-2,2-1,2-1,,1-0,1-2,0-1,,0-3,,,0-3,1-2,,1-2,1-2,1-2,2-1,,0-1,0-1,,1-0,2-2,0-1,,,
-19,Rk,Team,ATL,BOS,CHH,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MIA,MIL,MIN,NJN,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,VAN,WAS,
1998,1,Atlanta Hawks,,2-1,4-0,1-3,4-0,2-0,2-0,2-2,2-0,1-1,1-3,2-0,0-2,1-3,3-1,0-2,1-2,2-2,2-2,3-1,0-2,1-1,2-0,1-1,1-1,4-0,0-2,2-0,4-0,
1998,2,Boston Celtics,1-2,,1-2,1-3,1-3,1-1,1-1,2-2,1-1,1-1,0-4,2-0,1-1,0-4,2-2,1-1,2-2,2-2,2-2,3-1,0-2,1-1,1-1,0-2,1-1,3-0,0-2,2-0,3-2,
1998,3,Charlotte Hornets,0-4,2-1,,1-3,2-2,2-0,2-0,3-1,1-1,2-0,3-1,2-0,1-1,3-1,3-1,1-1,2-2,1-3,3-1,2-1,1-1,2-0,1-1,1-1,1-1,4-0,1-1,2-0,2-2,
1998,4,Chicago Bulls,3-1,3-1,3-1,,2-2,1-1,2-0,3-1,2-0,2-0,2-2,2-0,1-1,2-1,4-0,1-1,4-0,4-0,3-1,2-1,1-1,1-1,2-0,2-0,1-1,4-0,0-2,2-0,3-1,
1998,5,Cleveland Cavaliers,0-4,3-1,2-2,2-2,,1-1,2-0,3-1,2-0,1-1,2-2,2-0,1-1,1-3,2-2,2-0,3-1,1-2,2-2,3-1,2-0,1-1,2-0,0-2,0-2,3-1,1-1,2-0,1-2,
1998,6,Dallas Mavericks,0-2,1-1,0-2,1-1,1-1,,3-1,0-2,1-3,0-4,1-1,1-3,0-4,0-2,0-2,2-2,0-2,1-1,0-2,0-2,0-4,0-4,0-4,0-4,2-2,1-1,0-4,4-0,1-1,
1998,7,Denver Nuggets,0-2,1-1,0-2,0-2,0-2,1-3,,0-2,1-3,0-4,0-2,2-2,0-4,0-2,0-2,1-3,0-2,0-2,0-2,0-2,0-4,2-2,1-3,0-4,0-4,0-2,0-4,1-3,1-1,
1998,8,Detroit Pistons,2-2,2-2,1-3,1-3,1-3,2-0,2-0,,2-0,1-1,1-3,2-0,0-2,1-2,2-2,0-2,2-2,2-2,1-2,3-1,1-1,0-2,1-1,1-1,0-2,4-0,0-2,0-2,2-2,
1998,9,Golden State Warriors,0-2,1-1,1-1,0-2,0-2,3-1,3-1,0-2,,1-3,0-2,1-3,1-3,0-2,0-2,0-4,0-2,1-1,1-1,0-2,0-4,1-3,2-2,1-3,1-3,0-2,0-4,1-3,0-2,
1998,10,Houston Rockets,1-1,1-1,0-2,0-2,1-1,4-0,4-0,1-1,3-1,,1-1,4-0,1-3,0-2,1-1,1-3,1-1,1-1,0-2,1-1,1-3,1-3,4-0,2-2,1-3,2-0,0-4,3-1,1-1,
1998,11,Indiana Pacers,3-1,4-0,1-3,2-2,2-2,1-1,2-0,3-1,2-0,1-1,,2-0,0-2,3-1,4-0,2-0,2-1,2-1,3-1,4-0,1-1,1-1,2-0,0-2,0-2,4-0,1-1,2-0,4-0,
1998,12,Los Angeles Clippers,0-2,0-2,0-2,0-2,0-2,3-1,2-2,0-2,3-1,0-4,0-2,,0-4,0-2,0-2,0-4,1-1,0-2,0-2,1-1,0-4,0-4,3-1,1-3,0-4,1-1,1-3,1-3,0-2,
1998,13,Los Angeles Lakers,2-0,1-1,1-1,1-1,1-1,4-0,4-0,2-0,3-1,3-1,2-0,4-0,,1-1,2-0,4-0,1-1,1-1,1-1,0-2,2-2,2-2,4-0,4-0,1-3,2-0,3-1,4-0,1-1,
